名稱,分類,次分類,類型,定位地址,回報地址,X坐標,Y座標,定位來源
第三市場,公共建設,市場,傳統市場,臺中市南區萬安里臺中路90號,臺中市南區萬安里臺中路90號,217794.85,2669806.655,Google
第五市場,公共建設,市場,傳統市場,臺中市西區大明街9號,臺中市西區大明街9號,216719.6822,2670409.337,TGOS
中央市場,公共建設,市場,傳統市場,臺中市北區五權路176號,臺中市北區光大里7鄰五權路176號,217049.659,2671581.691,TGOS
篤行市場,公共建設,市場,傳統市場,臺中市西區篤行路200號,臺中市西區篤行路200號,216851.1766,2671843.133,TGOS
合作市場,公共建設,市場,傳統市場,臺中市東區進化路230之1號,臺中市東區合作里18鄰進化路230之1號,218966.503,2671650.373,TGOS
一心市場,公共建設,市場,傳統市場,臺中市北區錦南街50之2號,臺中市北區新北里21鄰錦南街50之2號,218176.972,2672187.708,TGOS
大新市場,公共建設,市場,傳統市場,臺中市南屯區大墩十一街64號,臺中市南屯區大業里22鄰大墩十一街64號,214711.636,2671560.092,TGOS
大進市場,公共建設,市場,傳統市場,臺中市南屯區大墩六街161號,臺中市南屯區大同里13鄰大墩六街161號,214454.157,2670849.955,TGOS
平等市場,公共建設,市場,傳統市場,臺中市北區中華路二段153號,臺中市北區錦平里16鄰中華路二段153號,217571.752,2671626.626,TGOS
小康市場,公共建設,市場,傳統市場,臺中市南屯區懷德街70號,臺中市南屯區黎明里14鄰懷德街70號,212423.625,2672066.095,TGOS
南屯市場,公共建設,市場,傳統市場,臺中市南屯區南屯路二段595號,臺中市南屯區南屯里15鄰南屯路二段595號,213300.633,2670488.069,TGOS
中義市場,公共建設,市場,傳統市場,臺中市西屯區重慶路180號,臺中市西屯區何德里15鄰重慶路180號,215200.883,2673592.736,TGOS
何厝市場,公共建設,市場,傳統市場,臺中市西屯區四川路120號,臺中市西屯區四川路120號,214779.66,2673099.476,TGOS
東光市場,公共建設,市場,傳統市場,臺中市北屯區北平路四段68號,臺中市北屯區北平路四段68號,218621.301,2673931.697,TGOS
后庄市場,公共建設,市場,傳統市場,臺中市北屯區4后庄里庄美街19號,臺中市北屯區4后庄里庄美街19號,215632.0282,2676212.926,Google
中德市場,公共建設,市場,傳統市場,臺中市北區太原四街23號,臺中市北區太原四街23號,216399.7295,2673381.752,TGOS
東峰市場,公共建設,市場,傳統市場,臺中市北屯區天津路三段45號,臺中市北屯區平德里7鄰天津路三段45號,217592.557,2673876.93,TGOS
福安市場,公共建設,市場,傳統市場,臺中市西屯區中工三路199號,臺中市西屯區福和里10鄰中工三路199號,211183.625,2674559.1,TGOS
外埔市場,公共建設,市場,傳統市場,臺中市外埔鄉大同村六分路297號,臺中市外埔區大同里5鄰六分路297號,214921.098,2691800.853,TGOS
梧棲第一市場,公共建設,市場,傳統市場,臺中市梧棲區中正里雲集街2號,臺中市梧棲區中正里22鄰雲集街2號,202592.293,2683259.439,TGOS
梧棲第二市場,公共建設,市場,傳統市場,臺中市梧棲區草湳里自強二街76號,臺中市梧棲區草湳里24鄰自強二街76號,202293.546,2681802.529,TGOS
清水第一市場,公共建設,市場,傳統市場,臺中市清水區清水里鎮北街9號,臺中市清水區清水里7鄰鎮北街9號,206955.758,2684738.629,TGOS
清水第二市場,公共建設,市場,傳統市場,臺中市清水區中社里鎮政路97號,臺中市清水區中社里14鄰鎮政路97號,205362.119,2684799.622,TGOS
大甲第一市場,公共建設,市場,傳統市場,臺中市大甲區大甲里順天路146號,臺中市大甲區大甲里4鄰順天路146號,211689.916,2693278.558,TGOS
大甲第二市場,公共建設,市場,傳統市場,臺中市大甲區朝陽里新政路38號,臺中市大甲區朝陽里13鄰新政路38號,212050.997,2693655.128,TGOS
大甲日南市場,公共建設,市場,傳統市場,臺中市大甲區孟村里臨江路28號,臺中市大甲區孟春里13鄰臨江路28號,214862.083,2697152.277,TGOS
沙鹿公有市場,公共建設,市場,傳統市場,臺中市沙鹿區沙鹿里沙田路189號,臺中市沙鹿區沙鹿里5鄰沙田路189號,205272.2,2681418.66,TGOS
大肚追分市場,公共建設,市場,傳統市場,臺中市大肚區沙田路一段428巷12號,臺中市大肚區沙田路一段428巷12號,205838.7268,2668980.371,TGOS
大肚第一市場,公共建設,市場,傳統市場,臺中市大肚區沙田路二段707號,臺中市大肚區沙田路二段707號,203724.0857,2672009.137,TGOS
龍泉公有市場,公共建設,市場,傳統市場,臺中市龍井區沙田路五段30巷50之2弄1號,臺中市龍井區龍泉里15鄰沙田路五段30巷50之2弄1號,204021.66,2676493.66,TGOS
東勢第一市場,公共建設,市場,傳統市場,臺中市東勢區三民街88號,臺中市東勢區上新里1鄰三民街88號,232815.606,2683094.122,TGOS
東勢第三市場,公共建設,市場,傳統市場,臺中市東勢區豐勢路中盛巷6號,臺中市東勢區中寧里12鄰豐勢路中盛巷6號,232658.611,2683625.06,TGOS
豐原第一市場,公共建設,市場,傳統市場,臺中市豐原區葫蘆里市前街88號,臺中市豐原區葫蘆里11鄰市前街88號,221151.435,2682766.339,TGOS
后里第一市場,公共建設,市場,傳統市場,臺中市后里區墩北里四村路121號,臺中市后里區墩北里2鄰四村路121號,220891.88,2688940.1,TGOS
后里第三市場,公共建設,市場,傳統市場,臺中市后里區后里里甲后路473巷21號,臺中市后里區后里里14鄰甲后路一段473號,221726.826,2689265.361,TGOS
神岡公有市場,公共建設,市場,傳統市場,臺中市神岡區神岡路92號,臺中市神岡區神岡里11鄰神岡路92號,215435.23,2683560.372,TGOS
大雅第一市場,公共建設,市場,傳統市場,臺中市大雅區大雅里大雅路50之3號,臺中市大雅區大雅里20鄰大雅路50號之3,214373.078,2679907.566,TGOS
大雅第二市場,公共建設,市場,傳統市場,臺中市大雅區民生路194號,臺中市大雅區上楓里6鄰民生路四段194號,216589.04,2681436.805,TGOS
烏日第一市場,公共建設,市場,傳統市場,臺中市烏日區烏日里三民街206號,臺中市烏日區烏日里36鄰三民街206號,211612.549,2666983.867,TGOS
太平第一市場,公共建設,市場,傳統市場,臺中市太平區中政里太平路446號,臺中市太平區中政里5鄰太平路446號,221095.88,2668877.45,TGOS
大里第一市場,公共建設,市場,傳統市場,臺中市大里區長榮里德芳路一段229號,臺中市大里區長榮里16鄰德芳路一段229號,218097.361,2667031.569,TGOS
霧峰第一市場,公共建設,市場,傳統市場,臺中市霧峰區中正路958號,臺中市霧峰區中正路958號,219385.6038,2662339.569,TGOS
臺中公園,公共建設,公園,一般公園,臺中市北區雙十路一段65號,臺中市北區雙十路一段65號,217903.7117,2671197.447,Google
臺中都會公園,公共建設,公園,一般公園,臺中市西屯區都會園路1215巷140號,,209257.2732,2678195.694,Google
臺中中央公園,公共建設,公園,一般公園,臺中市西屯區中科路2966號,,214883.5071,2675882.097,Google
中正公園 (北區),公共建設,公園,一般公園,臺中市北區崇德路一段55號,,217795.1201,2672466.464,Google
中正公園 (豐原區),公共建設,公園,一般公園,臺中市豐原區水源路1號,,224450.8589,2683354.151,Google
南興公園,公共建設,公園,一般公園,臺中市北屯區軍福十九路,,220307.8265,2675064.332,Google
樂成公園,公共建設,公園,一般公園,臺中市東區,,219824.2966,2670261.303,Google
東英公園,公共建設,公園,一般公園,臺中市東區東英六街與號樂業路間,,220440.6416,2670328.652,Google
東峰公園,公共建設,公園,一般公園,臺中市東區立德東街仁和路,,217972.7874,2668939.051,Google
半坪厝公園（原崇倫公園）,公共建設,公園,一般公園,臺中市南區忠明南路,,215216.7819,2669884.906,Google
健康公園,公共建設,公園,一般公園,臺中市南區,,216244.1308,2668367.806,Google
北屯八二三砲戰紀念公園,公共建設,公園,一般公園,臺中市北屯區昌平東五路,,218417.389,2675933.239,Google
北屯公園,公共建設,公園,一般公園,臺中市北屯區興安路一段,,219016.7177,2673904.648,Google
北屯萬坪公園（單元十二）,公共建設,公園,一般公園,臺中市北屯區旱溪舊道,,220329.3635,2675044.902,Google
廍子公園,公共建設,公園,一般公園,臺中市北屯區廍子路418號,,222825.2744,2673631.712,Google
敦化公園,公共建設,公園,一般公園,臺中市北屯區敦化路二段,,216113.6271,2675864.432,Google
舊社公園,公共建設,公園,一般公園,臺中市北屯區松竹路二段59巷5號,,219573.1709,2675193.788,Google
民俗公園,公共建設,公園,一般公園,臺中市北屯區旅順路二段73號,,218205.2721,2674466.339,Google
水景玫瑰公園,公共建設,公園,一般公園,臺中市北屯區旱溪東路三段,,220604.2018,2674314.216,Google
四張犁公園,公共建設,公園,一般公園,臺中市北屯區,,217647.8173,2676686.841,Google
新都生態公園,公共建設,公園,一般公園,臺中市北屯區祥順路二段,,222534.3131,2674319.157,Google
潮洋環保公園,公共建設,公園,一般公園,臺中市西屯區環河路118號,,212680.7046,2673564.33,Google
秋紅谷廣場,公共建設,公園,一般公園,臺中市西屯區朝富路30號,,213361.8822,2673637.001,Google
市政公園,公共建設,公園,一般公園,臺中市西屯區惠中路一段99號,,214078.787,2672849.551,Google
文修公園,公共建設,公園,一般公園,臺中市西屯區烈美街與福星路交口,,213629.2809,2675335.706,Google
西大墩公園,公共建設,公園,一般公園,臺中市西屯區環中路二段,,212978.6305,2674830.076,Google
夏綠地公園,公共建設,公園,一般公園,臺中市西屯區市政北五路238-236號,,213709.6009,2673086.03,Google
中科林厝公園,公共建設,公園,一般公園,臺中市西屯區,,211729.6963,2677926.07,Google
中科水崛頭公園,公共建設,公園,一般公園,臺中市西屯區,,211311.833,2676964.966,Google
豐樂雕塑公園,公共建設,公園,一般公園,臺中市南屯區文心南五路一段331號,,213679.8259,2669555.561,Google
南屯河濱公園（筏子溪門戶迎賓水岸廊道）40871臺中市南屯區筏子東街一段33-59號,公共建設,公園,一般公園,臺中市南屯區筏子東街一段33-59號,,211350.1983,2669546.115,Google
望高寮夜景公園,公共建設,公園,一般公園,臺中市南屯區中台路601號,,207463.9546,2671011.143,Google
文心森林公園,公共建設,公園,一般公園,臺中市南屯區文心路一段289號,,213916.7347,2671149.127,Google
坪林森林公園,公共建設,公園,一般公園,臺中市太平區中山路二段,,222597.9131,2671550.512,Google
馬卡龍公園,公共建設,公園,一般公園,臺中市太平區中山路四段55巷142號,,220920.7263,2671751.974,Google
大里東湖公園,公共建設,公園,一般公園,臺中市大里區公園街,,218919.2407,2664565.11,Google
竹仔坑環保生態園區,公共建設,公園,一般公園,臺中市大里區健東路,,222103.8376,2664804.276,Google
臺灣省議會紀念園區,公共建設,公園,一般公園,臺中市霧峰區中正路734號,,219177.4858,2661122.426,Google
葫蘆墩公園,公共建設,公園,一般公園,臺中市豐原區圓環北路二段65號,,221625.1167,2683770.159,Google
后里環保公園（花田拼布公園）,公共建設,公園,一般公園,臺中市后里區堤防路,,219974.1027,2687054.455,Google
臺中花博后里森林園區,公共建設,公園,一般公園,臺中市后里區大山路,,222084.6143,2688794.374,Google
臺中花博外埔園區,公共建設,公園,一般公園,臺中市外埔區,,218084.3893,2691057.297,Google
東勢河濱公園,公共建設,公園,一般公園,臺中市東勢區東關路七段,,232114.7978,2683604.213,Google
橫山公園,公共建設,公園,一般公園,臺中市大雅區,,212026.8832,2678566.604,Google
圳前仁愛公園,公共建設,公園,一般公園,臺中市神岡區中山路1668-5號,,214337.506,2683780.826,Google
鰲峰山市鎮公園,公共建設,公園,一般公園,臺中市清水區中航路二段,,207661.3974,2684884.34,Google
太平運動公園,公共建設,公園,一般公園,臺中市太平區中興東路99號,,221612.9177,2669638.49,Google
祥順運動公園,公共建設,公園,一般公園,臺中市太平區,,220621.6579,2670227.703,Google
大里運動公園,公共建設,公園,一般公園,臺中市大里區,,217859.6544,2666141.55,Google
霧峰運動公園,公共建設,公園,一般公園,臺中市霧峰區,,221145.5211,2663981.222,Google
烏日運動公園,公共建設,公園,一般公園,臺中市烏日區,,211993.8742,2666472.904,Google
三陽運動公園,公共建設,公園,一般公園,臺中市豐原區北陽路22號,,222784.0568,2683003.905,Google
后里運動公園（后里國中舊校區）,公共建設,公園,一般公園,臺中市后里區文明路77號,,221460.2381,2688960.339,Google
潭子運動公園,公共建設,公園,一般公園,臺中市潭子區勝利路138號,,219653.9902,2678276.568,Google
新庄休閒運動公園,公共建設,公園,一般公園,神岡區臺中市,,215224.4513,2686101.121,Google
大肚運動公園,公共建設,公園,一般公園,臺中市大肚區沙田路三段210號,,203591.1989,2672681.599,Google
大肚環保運動公園,公共建設,公園,一般公園,臺中市大肚區華山路,,204580.7743,2672604.687,Google
臺中港區運動公園,公共建設,公園,一般公園,臺中市沙鹿區自強路301號,,205732.5406,2677700.155,Google
梧棲運動公園,公共建設,公園,一般公園,臺中市梧棲區,,202136.1323,2682464.074,Google
