名稱,分類,次分類,定位地址,回報地址,X坐標,Y座標,來源
迪貝堡親子樂園-大魯閣新時代,工商活動,娛樂設施,臺中市東區復興路四段186號,臺中市東區新庄里28鄰復興路四段186號,218256.720,2670061.987,TGOS
湯姆熊歡樂世界臺中中友店,工商活動,娛樂設施,臺中市北區三民路三段161號,臺中市北區三民路三段161號,217967.0348,2671917.003,Google
海灣樂世界/啵比星球,工商活動,娛樂設施,臺中市北屯區東山路二段151之2號,臺中市北屯區大坑里1鄰東山路二段151之2號,226044.079,2677026.885,TGOS
湯姆熊歡樂世界台中麗寶店,工商活動,娛樂設施,臺中市后里區月眉東路二段181號,臺中市后里區月眉里11鄰月眉東路二段181號,219727.785,2691166.143,TGOS
台中三井OUTLET摩天輪,工商活動,娛樂設施,臺中市梧棲區臺灣大道十段168號,臺中市梧棲區安仁里9鄰臺灣大道十段168號,201074.113,2683580.205,TGOS
湯姆熊歡樂世界台中秀泰影城店,工商活動,娛樂設施,臺中市東區南京路66號3號,臺中市東區干城里6鄰南京路66號,218677.070,2670590.041,TGOS
麗寶國際賽車場,工商活動,娛樂設施,臺中市后里區月眉東路一段185號,臺中市后里區月眉里11鄰月眉東路一段185號,218196.429,2690299.578,TGOS
中社觀光花市花海,工商活動,娛樂設施,臺中市后里區三豐路五段333號,臺中市后里區公館里3鄰三豐路五段333號,222615.828,2692075.730,TGOS
赤腳丫生態農莊,工商活動,娛樂設施,臺中市大雅區雅潭路三段500號,臺中市大雅區西寶里11鄰雅潭路三段500號,216527.355,2679023.017,TGOS
大樹先生親子餐廳,工商活動,娛樂設施,臺中市北區崇德路一段212號,臺中市北區建興里7鄰崇德路一段212號,218022.075,2672797.949,TGOS
咱們小時候親子餐廳,工商活動,娛樂設施,臺中市北屯區祥順一街45號,臺中市北屯區廍子里20鄰祥順一街45號,222700.226,2672988.492,TGOS
童遊森林親子餐廳,工商活動,娛樂設施,臺中市西屯區重慶路99號,臺中市西屯區何安里14鄰重慶路99號,214924.325,2673249.035,TGOS
小島3.5度-Island Aurora台中冒險館,工商活動,娛樂設施,臺中市北屯區經貿三路二段82號,臺中市北屯區新平里13鄰經貿三路二段82號,215471.465,2675972.740,TGOS
威爾森的農場,工商活動,娛樂設施,臺中市豐原區豐勢路二段535巷122弄23號,臺中市豐原區朴子里5鄰豐勢路二段535巷122弄23號,224515.905,2685346.784,TGOS
海灣繪本館,工商活動,娛樂設施,臺中市清水區中社路54號,臺中市清水區中社里14鄰中社路54號,205094.111,2684794.541,TGOS
紅帽象親子樂園,工商活動,娛樂設施,臺中市西區臺灣大道二段459號,臺中市西區忠明里1鄰臺灣大道二段459號,215630.013,2672260.211,TGOS
夾子園娃娃機主題遊樂園,工商活動,娛樂設施,臺中市西屯區中平路1167號,臺中市西屯區港尾里16鄰中平路1167號,215333.003,2676258.626,TGOS
蘋果堡親子餐廳,工商活動,娛樂設施,臺中市豐原區圓環北路一段240號,臺中市豐原區大湳里20鄰圓環北路一段240號,221388.095,2683525.137,TGOS
紙箱王創意園區博館店,工商活動,娛樂設施,臺中市北區館前路1號,臺中市北區淡溝里30鄰館前路1號,216075.481,2672318.319,TGOS
樂點創遊館,工商活動,娛樂設施,臺中市西區博館路135號,臺中市西區忠明里14鄰博館路135號,215894.252,2672447.569,TGOS
木匠兄妹木工房,工商活動,娛樂設施,臺中市后里區舊圳路4之12號,臺中市后里區墩南里8鄰舊圳路4之12號,221699.630,2687290.461,TGOS
山河戀,工商活動,娛樂設施,臺中市北屯區東山路一段459號,臺中市北屯區和平里19鄰東山路一段459號,223292.492,2675246.335,TGOS
ART2 PLAZA親子美學館,工商活動,娛樂設施,臺中市南屯區干城街328號,臺中市南屯區三和里4鄰干城街328號,212787.041,2671922.500,TGOS
綠朵休閒農場,工商活動,娛樂設施,臺中市龍井區臺灣大道六段85號,臺中市龍井區新庄里14鄰臺灣大道六段85號,207267.601,2676419.234,TGOS
樂事親子共融空間,工商活動,娛樂設施,臺中市西屯區東興路三段315號,臺中市西屯區何南里7鄰東興路三段315號,214839.158,2672409.720,TGOS
兔樂園,工商活動,娛樂設施,臺中市石岡區豐勢路山下巷3之3之2號,臺中市石岡區九房里10鄰豐勢路山下巷3之3之2號,228529.105,2685165.352,TGOS
嶺東農場,工商活動,娛樂設施,臺中市南屯區忠勇路18之14號之1,臺中市南屯區春社里6鄰忠勇路18之14之1號,210667.469,2670141.274,TGOS
小密親子桌遊,工商活動,娛樂設施,臺中市西屯區工業區一路6巷12號,臺中市西屯區福恩里15鄰工業區一路6巷12號,210811.538,2675157.825,TGOS
RUNALAND親子知育玩具,工商活動,娛樂設施,臺中市西屯區臺灣大道二段910號,臺中市西屯區何安里19鄰臺灣大道二段910號,214611.625,2673005.316,TGOS
台灣氣球博物館,工商活動,娛樂設施,臺中市神岡區大豐路五段505號,臺中市神岡區岸裡里4鄰大豐路五段505號,219393.201,2682353.816,TGOS
寶貝龍兒童運動館,工商活動,娛樂設施,臺中市北區進化北路487號,臺中市北區賴福里14鄰進化北路436號,216987.619,2673142.666,TGOS
約克厚禮築夢手創館,工商活動,娛樂設施,臺中市后里區民生路520號,臺中市后里區墩北里14鄰民生路486號,220208.043,2689383.117,TGOS
伊莎貝爾觀光工廠,工商活動,娛樂設施,臺中市大雅區中清路三段735號,臺中市大雅區四德里16鄰中清路三段735號,214434.749,2678542.740,TGOS
拉拉手親水悠遊館,工商活動,娛樂設施,臺中市北屯區山西路三段226號,臺中市北屯區松強里17鄰山西路三段226號,218336.818,2675582.180,TGOS
裕元種子書房,工商活動,娛樂設施,臺中市西屯區臺灣大道四段576號,臺中市西屯區福安里2鄰臺灣大道四段576號,211817.497,2674914.461,TGOS
郭叔叔獼猴生態區Monkey Land,工商活動,娛樂設施,臺中市北屯區北坑巷116號,臺中市北屯區民政里6鄰北坑巷116號,228407.731,2674199.020,TGOS
Ariel’s Cafe親子共樂咖啡廳,工商活動,娛樂設施,臺中市南屯區永春路20之10號,臺中市南屯區永定里3鄰永春路20之10號,212553.007,2670719.404,TGOS
星月大地景觀休閒園區,工商活動,娛樂設施,臺中市后里區月眉北路486號,臺中市后里區月眉里11鄰月眉北路486號,219707.228,2691887.316,TGOS
台灣味增釀造文化館,工商活動,娛樂設施,臺中市豐原區西勢路701號,臺中市豐原區三村里14鄰西勢路701號,219634.840,2680997.890,TGOS
熊孩子親子工作室,工商活動,娛樂設施,臺中市南屯區黎明東街158之2號,臺中市南屯區三厝里16鄰黎明東街158之2號,213173.179,2671274.521,TGOS
U Rock寶貝搖滾,工商活動,娛樂設施,臺中市南屯區大進街25號,臺中市南屯區大同里13鄰大進街25號,214549.956,2670811.685,TGOS
青青湖畔親水花園,工商活動,娛樂設施,臺中市北屯區東山路二段188號,臺中市北屯區民德里1鄰東山路二段188號,228849.821,2677701.787,TGOS
Illus art space,工商活動,娛樂設施,臺中市東區長福路351號,臺中市東區十甲里14鄰長福路351號,219842.003,2670689.080,TGOS
心之芳庭,工商活動,娛樂設施,臺中市北屯區芳庭路1號,臺中市北屯區芳庭路1號,226356.9197,2673174.939,Google
大木塊生態農園,工商活動,娛樂設施,臺中市潭子區大富路一段104號,臺中市潭子區東寶里16鄰大富路一段104號,217920.200,2678910.173,TGOS
沐心泉休閒農場,工商活動,娛樂設施,臺中市新社區中興街60號,臺中市新社區中和里5鄰中興街60號,234472.130,2671580.265,TGOS
薰衣草森林台中新社店,工商活動,娛樂設施,臺中市后里區三豐路五段333號,臺中市后里區公館里3鄰三豐路五段333號,222615.828,2692075.730,TGOS
匠師的故鄉‧美景農場,工商活動,娛樂設施,臺中市大甲區如意路27巷13之1號,臺中市大甲區建興里4鄰如意路27巷13號,210570.461,2701574.767,TGOS
信誼親子遊戲書房台中中興店,工商活動,娛樂設施,臺中市西區中興街183號,臺中市西區中興里11鄰中興街183號,215737.592,2671698.236,TGOS
逢甲夜市,工商活動,娛樂設施,臺中市西屯區文華路,臺中市西屯區文華路,213981.3441,2674552.067,Google
公老坪觀光果園,工商活動,娛樂設施,臺中市豐原區水源路坪頂巷12之1號,臺中市豐原區南嵩里14鄰水源路坪頂巷12號,225909.459,2684106.560,TGOS
自行車文化探索館,工商活動,娛樂設施,臺中市西屯區東大路一段997號,臺中市西屯區林厝里2鄰東大路一段997號,210517.640,2678201.185,TGOS
旱溪觀光夜市,工商活動,娛樂設施,臺中市東區旱溪東路一段,臺中市東區旱溪東路一段,219590.8579,2669842.036,Google
大慶觀光夜市,工商活動,娛樂設施,臺中市南區建國南路一段208號,臺中市南區建國南路一段208號,214928.3207,2668704.543,Google
忠孝路觀光夜市,工商活動,娛樂設施,臺中市南區忠孝路,臺中市南區忠孝路,217631.7231,2669379.539,Google
一中街夜市,工商活動,娛樂設施,臺中市北區一中街,臺中市北區一中街,217933.5036,2671445.401,Google
總站夜市,工商活動,娛樂設施,臺中市北屯區敦富路與號敦富一街口,臺中市北屯區敦富路與號敦富一街口,220357.4439,2675481.35,Google
中華路夜市,工商活動,娛樂設施,臺中市中區公園路,臺中市中區公園路,217353.5925,2671361.33,Google
豐原廟東夜市,工商活動,娛樂設施,臺中市豐原區中正路167巷,臺中市豐原區中正路167巷,221486.5382,2682921.416,Google
烏日觀光夜市,工商活動,娛樂設施,臺中市烏日區光日路,臺中市烏日區光日路,211924.9593,2666931.251,Google
四張犁夜市,工商活動,娛樂設施,臺中市北屯區豐樂二街29號,臺中市北屯區豐樂二街29號,217430.5172,2676587.832,Google
太平長億夜市,工商活動,娛樂設施,臺中市太平區長億路1號,臺中市太平區長億路1號,221665.0847,2668286.1470,Google
東海別墅夜市,工商活動,娛樂設施,臺中市龍井區新興路9號,臺中市龍井區新興路9號,208610.2147,2675180.748,Google
靜宜夜市,工商活動,娛樂設施,臺中市沙鹿區靜宜大學附近,臺中市沙鹿區靜宜大學附近,206952.9709,2680270.072,Google
葫蘆墩觀光夜市,工商活動,娛樂設施,臺中市豐原區豐東路89號,臺中市豐原區豐東路89號,222628.0038,2682627.078,Google
梧棲夜市,工商活動,娛樂設施,臺中市梧棲區文化路一段537號,臺中市梧棲區文化路一段537號,202270.2432,2682488.794,Google
雅潭夜市,工商活動,娛樂設施,臺中市大雅區雅潭路四段311號,臺中市大雅區雅潭路四段311號,214885.2713,2679527.113,Google
勝利大夜市,工商活動,娛樂設施,臺中市大里區德芳南二街,臺中市大里區德芳南二街,218058.6020,2666251.9790,Google
大肚山龍井自強夜市,工商活動,娛樂設施,臺中市龍井區向上路六段,臺中市龍井區向上路六段,207274.9025,2674606.372,Google
鹿峰夜市,工商活動,娛樂設施,臺中市沙鹿區星輝路,臺中市沙鹿區星輝路,205591.4711,2683176.597,Google
東海大學夜市,工商活動,娛樂設施,臺中市西屯區工業區十六路2號,臺中市西屯區工業區十六路2號,208664.6146,2675069.893,Google
潭子勝利夜市,工商活動,娛樂設施,臺中市潭子區雅潭路一段175號,臺中市潭子區雅潭路一段175號,219342.6658,2679013.4,Google
八方國際觀光夜市,工商活動,娛樂設施,臺中市豐原區豐原大道一段165號,臺中市豐原區豐原大道一段165號,219927.6631,2682232.251,Google
昌平夜市,工商活動,娛樂設施,臺中市北屯區北平路四段68號,臺中市北屯區北平路四段68號,218518.0543,2673909.06,Google
公明夜市,工商活動,娛樂設施,臺中市沙鹿區忠貞路25號,臺中市沙鹿區忠貞路25號,209945.2979,2682117.3500,Google
清水五權夜市,工商活動,娛樂設施,臺中市清水區民有路157巷48號,臺中市清水區民有路157巷48號,206149.3373,2685763.56,Google
