名稱,分類,次分類,污染類別,定位地址,回報地址,X坐標,Y座標,來源
臺中市大甲區孟春段131(部分)地號(威輪工業(股)公司下游農地),特殊設施,環境污染,土壤污染,臺中市大甲區孟春段一三一地號,,214974,2697562,EPA
臺中市南屯區埔興段1512(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五一二(部分)地號,,211531,2668028,EPA
臺中市南屯區埔興段1513地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五一三地號,,211535,2668020,EPA
臺中市南屯區埔興段1466地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一四六六地號,,211671,2667964,EPA
臺中市南屯區埔興段626(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段六二六(部分)地號,,211793,2668016,EPA
臺中市南屯區埔興段634(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段六三四(部分)地號,,211793,2668016,EPA
臺中市南屯區埔興段1552地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五五二地號,,211659,2667840,EPA
臺中市南屯區埔興段1553地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五五三地號,,211618,2667849,EPA
臺中市南屯區埔興段1553-1地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五五三之一地號,,211618,2667849,EPA
臺中市南屯區埔興段1555地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五五五地號,,211541,2667828,EPA
臺中市南屯區埔興段1555-1地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五五一之一地號,,211541,2667828,EPA
臺中市南屯區埔興段1578(部分)地號-1,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五七八(部分)地號,,211543,2667744,EPA
臺中市南屯區埔興段1578(部分)地號-2,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五七八(部分)地號,,211590,2667737,EPA
臺中市南屯區埔興段1588地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五八八地號,,211585,2667669,EPA
臺中市南屯區埔興段1588-1(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五八八之一(部分)地號,,211585,2667669,EPA
臺中市南屯區埔興段1566(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五六六(部分)地號,,211647,2667777,EPA
臺中市南屯區埔興段1579-1(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五七九之一(部分)地號,,211513,2667747,EPA
臺中市南屯區埔興段1586(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五八六(部分)地號,,211513,2667747,EPA
臺中市南屯區埔興段1579地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五七九地號,,211582,2667787,EPA
臺中市南屯區埔興段1577地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段一五七七地號,,211610,2667785,EPA
臺中市南屯區埔興段633地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段六三三地號,,211714,2668026,EPA
臺中市南屯區埔興段635-1(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段六三五之一(部分)地號,,211708,2667983,EPA
臺中市南屯區埔興段635-2地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段六三五之二地號,,211708,2667983,EPA
臺中市南屯區埔興段635-3(部分)地號,特殊設施,環境污染,土壤污染,臺中市南屯區埔興段六三五之三(部分)地號,,211708,2667983,EPA
臺中市烏日區溪尾北段388地號農地,特殊設施,環境污染,土壤污染,臺中市烏日區溪尾北段三八八地號,,212372,2660815,EPA
金旺加油站,特殊設施,環境污染,土壤污染,臺中市東平村中山路一段116號,,222823,2670311,EPA
台灣優力豐富站,特殊設施,環境污染,土壤污染,臺中市豐原區豐勢路二段六八九號,,224669,2684928,EPA
台亞關連加油站,特殊設施,環境污染,土壤污染,臺中市梧棲區臨港路三段七○號,,200652,2680395,EPA
山隆后里加油站,特殊設施,環境污染,土壤污染,臺中市后里區三豐路170號,,221057,2687445,EPA
泰安服務區南下加油站所在土地,特殊設施,環境污染,土壤污染,臺中市后里區安眉路路108之5號,,220729,2691552,EPA
泰安服務區北上加油站所在土地,特殊設施,環境污染,土壤污染,臺中市后里區月眉里1鄰雲頭路3之5號,,221113,2691483,EPA
臺中市神岡區厚生段703、704地號(神崗加油站),特殊設施,環境污染,土壤污染,臺中市神岡區中山路一一三○號,,216571,2683499,EPA
山隆龍井加油站,特殊設施,環境污染,土壤污染,臺中市龍井區臨港路一段八二五號,,199693,2677922,EPA
仁山加油站,特殊設施,環境污染,土壤污染,臺中市西區忠明南路四三四號,,215154,2669952,EPA
學田路713號(烏日區山頂段0016-0000(部分)及0019-0000地號),特殊設施,環境污染,土壤污染,臺中市烏日區學田路713號,,210068,2669058,EPA
臺中市后里區金城段河川地R5-1(部分-1),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之一(部分)地號,,215682,2687583,EPA
臺中市后里區金城段河川地R5-1(部分-2),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之二(部分)地號,,215686,2687594,EPA
臺中市后里區金城段河川地R5-1(部分-3),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之三(部分)地號,,215722,2687578,EPA
臺中市后里區金城段河川地R5-1(部分-4),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之四(部分)地號,,215717,2687568,EPA
臺中市后里區金城段河川地R5-1(部分-5),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之五(部分)地號,,215763,2687551,EPA
臺中市后里區金城段河川地R5-1(部分-6),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之六(部分)地號,,215770,2687534,EPA
臺中市后里區金城段河川地R5-1(部分-7),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之七(部分)地號,,215746,2687549,EPA
臺中市后里區金城段河川地R5-1(部分-8),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之八(部分)地號,,215795,2687536,EPA
臺中市后里區金城段河川地R5-1(部分-9),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之九(部分)地號,,215831,2687518,EPA
臺中市后里區金城段河川地R5-1(部分-10),特殊設施,環境污染,土壤污染,臺中市后里區金城段河川地五之一之一○(部分)地號,,215815,2687516,EPA
臺中市清水區海濱段臨港小段0017-0000(部分)地號,特殊設施,環境污染,土壤污染,臺中市清水區海濱段臨港小段○○一七之○○○○(部分)地號,,202553,2688057,EPA
臺中市梧棲區港口段335-18(部分)地號(中華全球石油股份有限公司),特殊設施,環境污染,土壤污染,臺中市梧棲區南堤路三段291號,,199458,2685035,EPA
台灣中油股份有限公司油品行銷事業部台中供油服務中心,特殊設施,環境污染,土壤污染,臺中市清水區海口南路五九九號,,203629,2688246,EPA
日商華大成營造工程股份有限公司,特殊設施,環境污染,水污染,臺中市東區信義街與復興東一街交叉口旁營建工地,臺中市東區信義街與復興東一街交叉口旁營建工地,218630.4097,218630.4097,Google
上力食品有限公司,特殊設施,環境污染,水污染,臺中市大雅區秀山里秀山五路1號,臺中市大雅區秀山里18鄰秀山五路1號,212951.91,2680345.873,TGOS
內政部營建署中區工程處,特殊設施,環境污染,水污染,臺中市龍井區遠東段518之1地號,臺中市龍井區遠東段518之1地號,208724.946,2676210.145,NLSC
易霖實業有限公司,特殊設施,環境污染,水污染,臺中市太平區新仁路一段44巷8弄11之4號,臺中市太平區太平里27鄰新仁路一段44巷8弄11號,220283.66,2667594.39,TGOS
登田營造股份有限公司,特殊設施,環境污染,水污染,臺中市西屯區水碓巷水碓1號橋旁溝渠,臺中市南屯區水碓巷和水磪一號橋水碓巷交叉路口,212219.6467,2669080.528,Google
竹鈞工業社,特殊設施,環境污染,水污染,臺中市霧峰區四德路191巷1號,臺中市霧峰區北柳里3鄰四德路191巷1號,218734.26,2662300.659,TGOS
美而盈金屬企業有限公司工廠,特殊設施,環境污染,水污染,臺中市神岡區社南里中山路805之5號,臺中市神岡區社南里9鄰中山路805之5號,217042.717,2682714.978,TGOS
仁廷工業有限公司,特殊設施,環境污染,水污染,臺中市霧峰區吉峰里吉峰西路33之3號,臺中市霧峰區吉峰里2鄰吉峰西路33之3號,220980.977,2663811.313,TGOS
佑昶工程有限公司,特殊設施,環境污染,水污染,臺中市太平區新光路62號旁,臺中市太平區新興里7鄰新光路62號,220249.769,2672503.879,TGOS
連成農產行,特殊設施,環境污染,水污染,臺中市大雅區永和路114之2號,臺中市大雅區橫山里8鄰永和路114之2號,213132.465,2678945.245,TGOS
立進企業社,特殊設施,環境污染,水污染,臺中市神岡區社南里中山路667巷32弄26號,臺中市神岡區社南里10鄰中山路667巷32弄26號,217041.56,2682532.5,TGOS
台灣伊莎貝爾食品股份有限公司台中總廠,特殊設施,環境污染,水污染,臺中市大雅區中清路三段735號,臺中市大雅區四德里16鄰中清路三段735號,214434.749,2678542.74,TGOS
順捷股份有限公司,特殊設施,環境污染,水污染,臺中市大雅區忠義里東大路二段910巷1號,臺中市大雅區忠義里19鄰東大路二段910巷1號,210772.108,2680595.654,TGOS
天台砂石股份有限公司,特殊設施,環境污染,水污染,臺中市大雅區忠義里東大路二段975號,臺中市大雅區忠義里24鄰東大路二段975號,210739.008,2680771.484,TGOS
中來工業股份有限公司,特殊設施,環境污染,水污染,臺中市大里區環河路一段188號,臺中市大里區夏田里1鄰環河路一段188號,217268.352,2664706.387,TGOS
建丞工業社,特殊設施,環境污染,水污染,臺中市神岡區岸裡里大豐路五段295巷27弄16號,臺中市神岡區岸裡里14鄰大豐路五段295巷27弄16號,219169.814,2682136.822,TGOS
今日食品機械有限公司,特殊設施,環境污染,水污染,臺中市神岡區豐洲路916巷38弄31號,臺中市神岡區神洲里8鄰豐洲路916巷38弄31號,218849.78,2684640.85,TGOS
巨力混凝土工業股份有限公司大里廠,特殊設施,環境污染,水污染,臺中市大里區環河路一段258、260號,臺中市大里區夏田里8鄰環河路一段756號,215018.473,2664849.527,TGOS
英銓實業有限公司大里廠,特殊設施,環境污染,水污染,臺中市大里區環河路一段468號,臺中市大里區夏田里1鄰環河路一段468號,216250.298,2664363.791,TGOS
水湳水資源回收中心,特殊設施,環境污染,水污染,臺中市西屯區甘肅路二段123號,臺中市西屯區大河里17鄰甘肅路二段123號,214929.144,2674335.618,TGOS
舜光電鍍廠股份有限公司　　　　　,特殊設施,環境污染,水污染,臺中市西屯區大河里福上巷96號,臺中市西屯區大河里福上巷96號,215263.5423,2674551.192,Google
舜光電鍍廠股份有限公司　　　　　,特殊設施,環境污染,水污染,臺中市西屯區大河里福上巷96號,臺中市西屯區大河里福上巷96號,215263.5423,2674551.192,Google
志成彈簧有限公司,特殊設施,環境污染,水污染,臺中市大里區環中東路七段18號,臺中市大里區大元里17鄰環中東路七段18號,218212.214,2665479.716,TGOS
國榮金屬工廠,特殊設施,環境污染,水污染,臺中市神岡區岸裡里大豐路五段295巷77號,臺中市神岡區岸裡里14鄰大豐路五段295巷77號,219066.165,2682203.43,TGOS
泰宇全弘電鍍股份有限公司,特殊設施,環境污染,水污染,臺中市西屯區大河里永輝路89巷15號,臺中市西屯區大河里4鄰永輝路89巷15號,215130.633,2674265.563,TGOS
瑞助營造股份有限公司,特殊設施,環境污染,水污染,臺中市西區臺灣大道二段與五權路交叉口,臺中市西區臺灣大道二段與五權路交叉口,216820.4944,2671415.209,Google
永進機械工業股份有限公司,特殊設施,環境污染,水污染,臺中市神岡區和睦路一段888、890號,臺中市神岡區新庄里19鄰和睦路一段956號,213264.769,2687074.399,TGOS
仁愛醫療財團法人大里仁愛醫院,特殊設施,環境污染,水污染,臺中市大里區東榮路483號,臺中市大里區國光里2鄰東榮路483號,217514.22,2667160.589,TGOS
臺中市大里仁化工業區專用污水下水道,特殊設施,環境污染,水污染,臺中市大里區仁化工十路38號,臺中市大里區健民里16鄰仁化工十路38號,221968.48,2665308.45,TGOS
臺中榮民總醫院,特殊設施,環境污染,水污染,臺中市西屯區臺灣大道四段1650號,臺中市西屯區福聯里7鄰臺灣大道四段1650號,209833.481,2675490.683,TGOS
新軒食品興業有限公司,特殊設施,環境污染,水污染,臺中市大里區文心南路1116巷2號,臺中市大里區樹王里8鄰文心南路1116巷2號,215668.73,2667157.14,TGOS
赤鬼食品股份有限公司,特殊設施,環境污染,水污染,臺中市西區臺灣大道二段170號,臺中市西區民龍里4鄰臺灣大道二段170號,216517.929,2671747.821,TGOS
祐強實業股份有限公司,特殊設施,環境污染,水污染,臺中市梧棲區永安里向上路九段321巷28號,臺中市梧棲區永安里14鄰向上路九段321巷28號,201451.14,2679793.009,TGOS
鉅尹實業有限公司,特殊設施,環境污染,水污染,臺中市西屯區安和路20之3之1號,臺中市西屯區協和里6鄰安和路20之1號,211312.757,2673229.015,TGOS
茂捷營造有限公司,特殊設施,環境污染,水污染,臺中市南屯區益文一街130號對面,臺中市南屯區永定里3鄰益文一街130號,212894.25,2670521.131,TGOS
美味國際股份有限公司,特殊設施,環境污染,水污染,臺中市西屯區安和二街79號,臺中市西屯區協和里11鄰安和二街79號,211764.882,2674527.421,TGOS
